bead_xy_mse,final_xy_chamfer,final_xy_chamfer_ci_high,final_xy_chamfer_ci_low,full_state_mse,input_variant,model,robot_proxy_mse,rows,split,subset,training_seed,trajectory_xy_chamfer,trajectory_xy_chamfer_ci_high,trajectory_xy_chamfer_ci_low,visible_seeds
0.008561049588024616,0.043041027108645255,0.04821419116223724,0.03894431113401547,0.02295626513659954,state_action,deterministic_mlp,0.04067346081137657,604,test,free,31402,0.04309206642788705,0.04874964686631655,0.03896524545612082,128
0.006118951831012964,0.04254759159494216,0.045788005024113974,0.0396299892603185,0.028483059257268906,state_action,deterministic_mlp,0.05600811168551445,604,test,hidden_v2,31402,0.04228269852102666,0.04528253569751365,0.03950476187841471,128
0.008561049588024616,0.043041027108645255,0.048114861429186626,0.03894687835390884,0.02295626513659954,state_action,deterministic_mlp,0.04067346081137657,604,test,pre_engagement_free,31402,0.04309206642788705,0.0487133669872542,0.038867208614846355,128
0.017938636243343353,0.12179420121707195,0.13238886521806797,0.11160667288228111,0.022446749731898308,state_action,deterministic_mlp,0.027995189651846886,129,test,pre_engagement_hidden_v2,31402,0.12073898121704965,0.1307469613098571,0.11104010589076853,128
0.008569497615098953,0.046317587762850485,0.05394524630541552,0.04008131209443095,0.03259618207812309,state_action,deterministic_mlp,0.062167488038539886,608,val,all,31403,0.045520013042844594,0.05238896126886195,0.03975372482952382,64
0.012370076030492783,0.06073498339189783,0.07225098920993735,0.05133554952907725,0.03383428230881691,state_action,deterministic_mlp,0.06025177240371704,368,val,pre_engagement,31403,0.05964781224674485,0.07005503063871267,0.05146608132749931,64
0.010996569879353046,0.047844712567319606,0.06125274291633035,0.03898674136206916,0.03627968952059746,state_action,deterministic_mlp,0.06739739328622818,304,val,free,31403,0.04680639134823108,0.05865448407932324,0.038746208471900044,64
0.006142426747828722,0.044790462958381363,0.05025667189886492,0.039731883749163185,0.028912672773003578,state_action,deterministic_mlp,0.05693758279085159,304,val,hidden_v2,31403,0.0442336347374581,0.04938650321642076,0.03941622912050082,64
0.010996569879353046,0.047844712567319606,0.0608695327736852,0.03907046483446836,0.03627968952059746,state_action,deterministic_mlp,0.06739739328622818,304,val,pre_engagement_free,31403,0.04680639134823108,0.05824630947933976,0.038824022702807215,64
0.017378639429807663,0.12196376980864443,0.13905975183515693,0.10532371339722886,0.02491697296500206,state_action,deterministic_mlp,0.03419492021203041,64,val,pre_engagement_hidden_v2,31403,0.12064456151468525,0.13621187560578013,0.10531340119390128,64
0.006826664321124554,0.0434823989970702,0.04728470313188664,0.04022428777370161,0.025459833443164825,state_action,deterministic_mlp,0.04839295893907547,1208,test,all,31403,0.04313010871695626,0.04676505705368487,0.03997521567472892,128
0.009784199297428131,0.05773074256820353,0.06356841441982565,0.05272891908992377,0.02269475907087326,state_action,deterministic_mlp,0.03858467936515808,733,test,pre_engagement,31403,0.057313250930627904,0.06290717371759638,0.0525634433552597,128
