config,elapsed_seconds,epoch,prediction_type,schedule_kind,seed,train_objective_mse,val_best4,val_k1,val_physical_validity,val_query_validity,val_z_abs_max,val_z_abs_p99
v_prediction_cosine,7.463691711425781,175,v_prediction,cosine_original,31431,0.5932447016239166,0.08340651870650403,0.10155398814993746,0.0,0.0,4.955072402954102,2.624467163085937
v_prediction_cosine,1.0887260437011719,25,v_prediction,cosine_original,31432,0.6622964888811111,0.085186891184718,0.09890858142399321,0.0,0.0,4.495463848114014,2.5082042765617367
v_prediction_cosine,2.166855573654175,50,v_prediction,cosine_original,31432,0.6502527296543121,0.08498075524089384,0.09885496733819737,0.0,0.0,4.503784656524658,2.5102294063568116
v_prediction_cosine,3.237431526184082,75,v_prediction,cosine_original,31432,0.6222481280565262,0.08468261722694426,0.09882075613474145,0.0,0.0,4.522339820861816,2.5152193713188167
v_prediction_cosine,4.3185789585113525,100,v_prediction,cosine_original,31432,0.6270875483751297,0.08424468148572772,0.09883881393162643,0.0,0.0,4.549883842468262,2.528939881324767
v_prediction_cosine,5.377007007598877,125,v_prediction,cosine_original,31432,0.6177407950162888,0.08364664427205629,0.09902597244317625,0.0,0.0,4.583206653594971,2.5503166365623473
v_prediction_cosine,6.468174457550049,150,v_prediction,cosine_original,31432,0.5936472937464714,0.08307727605250537,0.09955577935804338,0.0,0.0,4.605739116668701,2.581475739479065
v_prediction_cosine,7.526768922805786,175,v_prediction,cosine_original,31432,0.5830531269311905,0.08269549928167287,0.1003488873442014,0.0,0.0,4.61389684677124,2.6228367519378657
v_prediction_cosine,1.0658767223358154,25,v_prediction,cosine_original,31433,0.6442046090960503,0.08345716585423432,0.09802996849312502,0.0,0.0,4.435062885284424,2.5342730021476743
v_prediction_cosine,2.131803274154663,50,v_prediction,cosine_original,31433,0.65345698595047,0.08336885722682756,0.098050010737543,0.0,0.0,4.420768737792969,2.535604591369629
v_prediction_cosine,3.1972384452819824,75,v_prediction,cosine_original,31433,0.6167725622653961,0.08317544939471226,0.09808903651348516,0.0,0.0,4.410187721252441,2.5321314573287963
v_prediction_cosine,4.247158050537109,100,v_prediction,cosine_original,31433,0.6117228344082832,0.08295276005040197,0.09821527739804164,0.0,0.0,4.414069652557373,2.537602798938751
v_prediction_cosine,5.3194496631622314,125,v_prediction,cosine_original,31433,0.6087272614240646,0.08265422726524811,0.09845036133101173,0.0,0.0,4.402790069580078,2.5546703577041616
v_prediction_cosine,6.408245086669922,150,v_prediction,cosine_original,31433,0.5978465229272842,0.08207998932430557,0.09878433963247374,0.0,0.0,4.501133441925049,2.5746864748001093
v_prediction_cosine,7.520132541656494,175,v_prediction,cosine_original,31433,0.5800342932343483,0.08155808751197423,0.09928317254810941,0.0,0.0,4.6352128982543945,2.6037622833251954
v_prediction_cosine,8.603865146636963,200,v_prediction,cosine_original,31433,0.5716385766863823,0.08102117307191971,0.09993134756736896,0.0,0.0,4.781641960144043,2.641121838092802
v_prediction_cosine,9.669697523117065,225,v_prediction,cosine_original,31433,0.5414739921689034,0.08115305638342511,0.10089238981405894,0.0,0.0,4.9043049812316895,2.6788297009468063
