diverged,eligible,final_fraction_abs_diff,future_final_xy_chamfer,normalized_prefix_mae,split,success_diff,visible_seed,window_t
True,True,1.0,0.003065881785005331,0.0,train,False,400053,0
True,True,1.0,0.007332345005124807,0.001488752173562887,train,False,400053,1
True,True,1.0,0.007332345005124807,0.002465308209720544,train,False,400053,2
True,True,1.0,0.007332345005124807,0.003366775718186597,train,False,400053,3
True,True,1.0,0.007332345005124807,0.002631954338056559,train,False,400053,4
True,True,0.125,0.004920917563140392,0.0,train,True,400054,0
True,True,0.125,0.004351460374891758,0.00020236851315125982,train,True,400054,1
True,True,0.125,0.004351460374891758,0.0012984621605545222,train,True,400054,2
True,True,0.125,0.004351460374891758,0.002138285552295341,train,True,400054,3
True,True,0.125,0.004351460374891758,0.0034315196518336913,train,True,400054,4
True,True,0.8333333134651184,0.05273279547691345,0.0,train,True,400055,0
True,True,0.8333333134651184,0.05273279547691345,0.007975251659363492,train,True,400055,1
True,True,0.8333333134651184,0.05273279547691345,0.03355502927632689,train,True,400055,2
True,True,1.0,0.010568582452833652,0.0,train,False,400056,0
True,True,1.0,0.011848481371998787,0.0006347921693715181,train,False,400056,1
True,True,1.0,0.012619733810424805,0.0014305453432678266,train,False,400056,2
True,True,1.0,0.011964290402829647,0.003001216454575636,train,False,400056,3
True,True,1.0,0.011964290402829647,0.006713321585651756,train,False,400056,4
True,True,1.0,0.011964290402829647,0.008859939834032843,train,False,400056,5
False,False,1.0,0.011964290402829647,0.05698233240007055,train,False,400056,6
True,True,0.04166668653488159,0.0054617952555418015,0.0,train,True,400057,0
True,True,0.04166668653488159,0.0054617952555418015,0.0008319974574349711,train,True,400057,1
True,True,0.04166668653488159,0.0034226952120661736,0.0,train,True,400058,0
True,True,0.04166668653488159,0.0034226952120661736,0.0006415541442230739,train,True,400058,1
True,True,0.04166668653488159,0.0034226952120661736,0.0013023924214004478,train,True,400058,2
True,True,0.04166668653488159,0.0034226952120661736,0.0021220634490411545,train,True,400058,3
True,True,0.125,0.0032702579628676176,0.0,train,True,400059,0
True,True,0.125,0.012776186689734459,0.0006770344575578424,train,True,400059,1
