comparison,horizon,feature,repeat,fold,train_groups,test_groups,accuracy,balanced_accuracy,roc_auc,average_precision,tp,tn,fp,fn
free_a_vs_free_b,5,full_state,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,full_state,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,full_state,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,full_state,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,full_state,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,full_state,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,full_state,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,full_state,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,full_state,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,model_x,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,model_x,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,model_x,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,model_x,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,model_x,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,model_x,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,model_x,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,model_x,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,model_x,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_free_b,5,model_x,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_free_b,5,model_x,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy_velocity,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy_velocity,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy_velocity,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy_velocity,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy_velocity,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy_velocity,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy_velocity,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy_velocity,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy_velocity,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,xy_velocity,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,xy_velocity,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,full_state,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,full_state,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,full_state,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,full_state,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,full_state,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,full_state,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,full_state,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,full_state,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,full_state,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,full_state,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,full_state,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,model_x,0,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,0,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,0,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,0,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,model_x,0,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,model_x,1,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,1,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,1,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,1,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,model_x,1,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,model_x,2,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,2,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,2,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,2,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,model_x,2,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,model_x,3,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,3,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,3,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,3,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,model_x,3,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,model_x,4,0,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,4,1,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,4,2,102,26,0.5,0.5,0.5,0.5,26,0,26,0
free_a_vs_hidden_unarmed,5,model_x,4,3,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_unarmed,5,model_x,4,4,103,25,0.5,0.5,0.5,0.5,25,0,25,0
free_a_vs_hidden_armed,20,xy,0,0,102,26,0.5,0.5,0.5088757396449705,0.5138801761694848,11,15,11,15
free_a_vs_hidden_armed,20,xy,0,1,102,26,0.5,0.5,0.5051775147928994,0.5098598150634349,17,9,17,9
free_a_vs_hidden_armed,20,xy,0,2,102,26,0.5,0.5,0.5051775147928994,0.5049492193642826,15,11,15,11
free_a_vs_hidden_armed,20,xy,0,3,103,25,0.5,0.5,0.5056,0.5245166504036064,17,8,17,8
free_a_vs_hidden_armed,20,xy,0,4,103,25,0.5,0.5,0.5072,0.5331385651455061,13,12,13,12
free_a_vs_hidden_armed,20,xy,1,0,102,26,0.5,0.5,0.5251479289940828,0.5445221669793343,8,18,8,18
free_a_vs_hidden_armed,20,xy,1,1,102,26,0.5,0.5,0.5029585798816568,0.5250478366659723,16,10,16,10
free_a_vs_hidden_armed,20,xy,1,2,102,26,0.5,0.5,0.5066568047337278,0.5256967915264524,13,13,13,13
free_a_vs_hidden_armed,20,xy,1,3,103,25,0.5,0.5,0.5088,0.5285304970701817,16,9,16,9
free_a_vs_hidden_armed,20,xy,1,4,103,25,0.5,0.5,0.5112,0.5302211565551002,12,13,12,13
free_a_vs_hidden_armed,20,xy,2,0,102,26,0.5,0.5,0.511094674556213,0.5171248943497068,14,12,14,12
free_a_vs_hidden_armed,20,xy,2,1,102,26,0.5,0.5,0.5081360946745562,0.5143331092789644,17,9,17,9
free_a_vs_hidden_armed,20,xy,2,2,102,26,0.5,0.5,0.5066568047337278,0.5281823491958557,15,11,15,11
free_a_vs_hidden_armed,20,xy,2,3,103,25,0.5,0.5,0.5104,0.5188606652580774,10,15,10,15
free_a_vs_hidden_armed,20,xy,2,4,103,25,0.5,0.5,0.528,0.5282803889470423,12,13,12,13
free_a_vs_hidden_armed,20,xy,3,0,102,26,0.5,0.5,0.5051775147928994,0.5046502438749308,14,12,14,12
free_a_vs_hidden_armed,20,xy,3,1,102,26,0.5,0.5,0.5059171597633136,0.5234946663458299,15,11,15,11
free_a_vs_hidden_armed,20,xy,3,2,102,26,0.5,0.5,0.5066568047337278,0.5238306558287052,14,12,14,12
free_a_vs_hidden_armed,20,xy,3,3,103,25,0.5,0.5,0.5016,0.5019053021094995,14,11,14,11
free_a_vs_hidden_armed,20,xy,3,4,103,25,0.5,0.5,0.5056,0.5058167939228893,14,11,14,11
free_a_vs_hidden_armed,20,xy,4,0,102,26,0.5,0.5,0.5081360946745562,0.5101366933952068,9,17,9,17
free_a_vs_hidden_armed,20,xy,4,1,102,26,0.5,0.5,0.503698224852071,0.5098189296577449,13,13,13,13
free_a_vs_hidden_armed,20,xy,4,2,102,26,0.5,0.5,0.5059171597633136,0.512850457014412,17,9,17,9
free_a_vs_hidden_armed,20,xy,4,3,103,25,0.5,0.5,0.504,0.5120244479040535,18,7,18,7
free_a_vs_hidden_armed,20,xy,4,4,103,25,0.5,0.5,0.5048,0.5045840400737762,11,14,11,14
free_a_vs_hidden_armed,20,xy_velocity,0,0,102,26,0.8461538461538461,0.8461538461538461,0.9363905325443787,0.9376156449115929,23,21,5,3
free_a_vs_hidden_armed,20,xy_velocity,0,1,102,26,0.8269230769230769,0.8269230769230769,0.9023668639053254,0.8897897005677765,21,22,4,5
free_a_vs_hidden_armed,20,xy_velocity,0,2,102,26,0.7884615384615384,0.7884615384615384,0.8476331360946746,0.7878355712580937,22,19,7,4
free_a_vs_hidden_armed,20,xy_velocity,0,3,103,25,0.74,0.74,0.8592,0.8525025748002634,18,19,6,7
free_a_vs_hidden_armed,20,xy_velocity,0,4,103,25,0.76,0.76,0.8576,0.8185605770481537,17,21,4,8
free_a_vs_hidden_armed,20,xy_velocity,1,0,102,26,0.7884615384615384,0.7884615384615384,0.900887573964497,0.9061933397245567,22,19,7,4
free_a_vs_hidden_armed,20,xy_velocity,1,1,102,26,0.8269230769230769,0.8269230769230769,0.8890532544378699,0.8732660018098237,21,22,4,5
free_a_vs_hidden_armed,20,xy_velocity,1,2,102,26,0.7692307692307693,0.7692307692307692,0.863905325443787,0.8142726230282651,21,19,7,5
free_a_vs_hidden_armed,20,xy_velocity,1,3,103,25,0.86,0.8600000000000001,0.952,0.9515150699409162,23,20,5,2
free_a_vs_hidden_armed,20,xy_velocity,1,4,103,25,0.82,0.8200000000000001,0.9152,0.9245084992514299,21,20,5,4
free_a_vs_hidden_armed,20,xy_velocity,2,0,102,26,0.75,0.75,0.8698224852071006,0.8859346170762963,19,20,6,7
free_a_vs_hidden_armed,20,xy_velocity,2,1,102,26,0.8076923076923077,0.8076923076923077,0.9023668639053254,0.8971416204029624,22,20,6,4
free_a_vs_hidden_armed,20,xy_velocity,2,2,102,26,0.8461538461538461,0.8461538461538463,0.900887573964497,0.8911616934106437,24,20,6,2
free_a_vs_hidden_armed,20,xy_velocity,2,3,103,25,0.9,0.9,0.9392,0.9347910477944802,22,23,2,3
free_a_vs_hidden_armed,20,xy_velocity,2,4,103,25,0.68,0.68,0.7504,0.7491786860561964,20,14,11,5
free_a_vs_hidden_armed,20,xy_velocity,3,0,102,26,0.8076923076923077,0.8076923076923077,0.9289940828402367,0.9224949887272218,20,22,4,6
free_a_vs_hidden_armed,20,xy_velocity,3,1,102,26,0.7692307692307693,0.7692307692307692,0.8757396449704142,0.8799722894602119,22,18,8,4
free_a_vs_hidden_armed,20,xy_velocity,3,2,102,26,0.7692307692307693,0.7692307692307693,0.9112426035502958,0.9228038717000187,16,24,2,10
free_a_vs_hidden_armed,20,xy_velocity,3,3,103,25,0.74,0.74,0.8144,0.7966432444148153,21,16,9,4
free_a_vs_hidden_armed,20,xy_velocity,3,4,103,25,0.74,0.74,0.864,0.867686329485864,19,18,7,6
free_a_vs_hidden_armed,20,xy_velocity,4,0,102,26,0.7692307692307693,0.7692307692307693,0.915680473372781,0.9283830340475602,20,20,6,6
free_a_vs_hidden_armed,20,xy_velocity,4,1,102,26,0.7307692307692307,0.7307692307692308,0.856508875739645,0.8652577314232436,20,18,8,6
free_a_vs_hidden_armed,20,xy_velocity,4,2,102,26,0.7884615384615384,0.7884615384615385,0.878698224852071,0.8499811056777451,21,20,6,5
free_a_vs_hidden_armed,20,xy_velocity,4,3,103,25,0.7,0.7,0.8336,0.8377384521732003,16,19,6,9
free_a_vs_hidden_armed,20,xy_velocity,4,4,103,25,0.8,0.8,0.8656,0.8447774969775815,20,20,5,5
free_a_vs_hidden_armed,20,full_state,0,0,102,26,0.8653846153846154,0.8653846153846154,0.9467455621301775,0.9426038494271695,24,21,5,2
free_a_vs_hidden_armed,20,full_state,0,1,102,26,0.8461538461538461,0.8461538461538461,0.8905325443786982,0.8550431338915018,21,23,3,5
free_a_vs_hidden_armed,20,full_state,0,2,102,26,0.8076923076923077,0.8076923076923077,0.8698224852071006,0.8141338369861381,22,20,6,4
free_a_vs_hidden_armed,20,full_state,0,3,103,25,0.74,0.74,0.8608,0.8621271365518601,18,19,6,7
free_a_vs_hidden_armed,20,full_state,0,4,103,25,0.76,0.76,0.8576,0.8185078392204798,17,21,4,8
free_a_vs_hidden_armed,20,full_state,1,0,102,26,0.7692307692307693,0.7692307692307692,0.8994082840236687,0.9095160869103236,21,19,7,5
free_a_vs_hidden_armed,20,full_state,1,1,102,26,0.8461538461538461,0.8461538461538461,0.8890532544378699,0.8651228792831541,21,23,3,5
free_a_vs_hidden_armed,20,full_state,1,2,102,26,0.7692307692307693,0.7692307692307692,0.8520710059171598,0.7913050627512264,21,19,7,5
free_a_vs_hidden_armed,20,full_state,1,3,103,25,0.86,0.86,0.9616,0.960152127782031,24,19,6,1
free_a_vs_hidden_armed,20,full_state,1,4,103,25,0.8,0.8,0.896,0.8805346988827268,21,19,6,4
free_a_vs_hidden_armed,20,full_state,2,0,102,26,0.7692307692307693,0.7692307692307692,0.8668639053254438,0.8816235641590999,19,21,5,7
free_a_vs_hidden_armed,20,full_state,2,1,102,26,0.8269230769230769,0.8269230769230769,0.900887573964497,0.8999676928102368,22,21,5,4
free_a_vs_hidden_armed,20,full_state,2,2,102,26,0.8269230769230769,0.8269230769230769,0.9038461538461539,0.8969388001475274,23,20,6,3
free_a_vs_hidden_armed,20,full_state,2,3,103,25,0.88,0.88,0.9088,0.8927833535403279,22,22,3,3
free_a_vs_hidden_armed,20,full_state,2,4,103,25,0.7,0.7,0.768,0.7621968054359997,21,14,11,4
free_a_vs_hidden_armed,20,full_state,3,0,102,26,0.7692307692307693,0.7692307692307692,0.9201183431952663,0.9056749463796858,19,21,5,7
free_a_vs_hidden_armed,20,full_state,3,1,102,26,0.7692307692307693,0.7692307692307692,0.8772189349112426,0.8766658131982239,22,18,8,4
free_a_vs_hidden_armed,20,full_state,3,2,102,26,0.7115384615384616,0.7115384615384615,0.871301775147929,0.8825772489248004,15,22,4,11
free_a_vs_hidden_armed,20,full_state,3,3,103,25,0.76,0.76,0.8144,0.7954326508358005,21,17,8,4
free_a_vs_hidden_armed,20,full_state,3,4,103,25,0.72,0.72,0.8368,0.7926730879331481,18,18,7,7
free_a_vs_hidden_armed,20,full_state,4,0,102,26,0.7692307692307693,0.7692307692307693,0.9127218934911243,0.9278050203116516,20,20,6,6
free_a_vs_hidden_armed,20,full_state,4,1,102,26,0.7884615384615384,0.7884615384615384,0.8757396449704142,0.8605858007457312,22,19,7,4
free_a_vs_hidden_armed,20,full_state,4,2,102,26,0.7884615384615384,0.7884615384615385,0.8698224852071006,0.8542459999876026,21,20,6,5
free_a_vs_hidden_armed,20,full_state,4,3,103,25,0.7,0.7,0.8016,0.7951809494842419,16,19,6,9
free_a_vs_hidden_armed,20,full_state,4,4,103,25,0.8,0.8,0.8752,0.8584934086295987,20,20,5,5
free_a_vs_hidden_armed,20,model_x,0,0,102,26,0.8269230769230769,0.8269230769230769,0.9334319526627219,0.929595949674703,23,20,6,3
free_a_vs_hidden_armed,20,model_x,0,1,102,26,0.8269230769230769,0.8269230769230769,0.886094674556213,0.8586147052939553,21,22,4,5
free_a_vs_hidden_armed,20,model_x,0,2,102,26,0.7692307692307693,0.7692307692307692,0.8372781065088757,0.8165377693881125,21,19,7,5
free_a_vs_hidden_armed,20,model_x,0,3,103,25,0.76,0.76,0.856,0.865459424326217,18,20,5,7
free_a_vs_hidden_armed,20,model_x,0,4,103,25,0.78,0.78,0.8368,0.801790972633078,18,21,4,7
free_a_vs_hidden_armed,20,model_x,1,0,102,26,0.7115384615384616,0.7115384615384615,0.849112426035503,0.8521557004136309,19,18,8,7
free_a_vs_hidden_armed,20,model_x,1,1,102,26,0.8269230769230769,0.8269230769230769,0.8831360946745562,0.8648426992235623,20,23,3,6
free_a_vs_hidden_armed,20,model_x,1,2,102,26,0.7307692307692307,0.7307692307692308,0.8254437869822485,0.786310203087739,20,18,8,6
free_a_vs_hidden_armed,20,model_x,1,3,103,25,0.88,0.88,0.9536,0.9553229842953981,24,20,5,1
free_a_vs_hidden_armed,20,model_x,1,4,103,25,0.8,0.8,0.8856,0.8763700943094536,21,19,6,4
free_a_vs_hidden_armed,20,model_x,2,0,102,26,0.75,0.75,0.863905325443787,0.8573498569885376,19,20,6,7
free_a_vs_hidden_armed,20,model_x,2,1,102,26,0.8269230769230769,0.8269230769230769,0.900887573964497,0.9013431555827585,22,21,5,4
free_a_vs_hidden_armed,20,model_x,2,2,102,26,0.8076923076923077,0.8076923076923077,0.900887573964497,0.895801488877757,22,20,6,4
free_a_vs_hidden_armed,20,model_x,2,3,103,25,0.84,0.84,0.8848,0.8690511611639085,21,21,4,4
free_a_vs_hidden_armed,20,model_x,2,4,103,25,0.7,0.7,0.7552,0.7097118120823567,21,14,11,4
free_a_vs_hidden_armed,20,model_x,3,0,102,26,0.7884615384615384,0.7884615384615384,0.9127218934911243,0.8883507259216318,19,22,4,7
free_a_vs_hidden_armed,20,model_x,3,1,102,26,0.7692307692307693,0.7692307692307692,0.878698224852071,0.8870730577356838,22,18,8,4
free_a_vs_hidden_armed,20,model_x,3,2,102,26,0.7307692307692307,0.7307692307692307,0.8801775147928994,0.8931139219629038,15,23,3,11
free_a_vs_hidden_armed,20,model_x,3,3,103,25,0.78,0.78,0.8288,0.8016763534836769,22,17,8,3
free_a_vs_hidden_armed,20,model_x,3,4,103,25,0.68,0.68,0.8088,0.7716042746189306,17,17,8,8
free_a_vs_hidden_armed,20,model_x,4,0,102,26,0.7692307692307693,0.7692307692307693,0.8979289940828402,0.9094884590556942,20,20,6,6
free_a_vs_hidden_armed,20,model_x,4,1,102,26,0.7884615384615384,0.7884615384615384,0.8594674556213018,0.8369848542493499,22,19,7,4
