condition,step,x,y,z,insertion_depth,lateral_offset,max_curvature
right_hidden_jam,75,0.021130874047490308,-0.0020399588738617873,0.04498874365853189,0.03313087404749031,-0.0020399588738617873,3.736878322674192
right_hidden_jam,76,0.02240858571657535,-0.002039971225026747,0.04498815981869481,0.034408585716575346,-0.002039971225026747,3.734630761713748
right_hidden_jam,77,0.02354959963991065,-0.0020644013944885035,0.044995561890149506,0.03554959963991065,-0.0020644013944885035,3.7350680858454157
right_hidden_jam,78,0.024634050519181248,-0.0021371787120182564,0.04498849049336957,0.03663405051918125,-0.0021371787120182564,3.7408242140475245
right_hidden_jam,79,0.02577983845917994,-0.0022472245040524746,0.04498717390971777,0.03777983845917994,-0.0022472245040524746,3.77965480933053
right_hidden_jam,80,0.027061591748128395,-0.0023504750360796548,0.04498741713681672,0.0390615917481284,-0.0023504750360796548,3.867798370613288
right_hidden_jam,81,0.02826390096501795,-0.0025899314900000264,0.044995578778729686,0.040263900965017946,-0.0025899314900000264,4.111201674083713
right_hidden_jam,82,0.0295042193851499,-0.002642688080381572,0.04498770851380609,0.0415042193851499,-0.002642688080381572,4.635403130111903
right_hidden_jam,83,0.03076435974591581,-0.00264230244324044,0.044983920605553306,0.04276435974591581,-0.00264230244324044,5.473238081199159
right_hidden_jam,84,0.032033086947042974,-0.0026172475817114464,0.04498848622666686,0.04403308694704297,-0.0026172475817114464,6.519774100477135
right_hidden_jam,85,0.03325996489458906,-0.002557670097772607,0.044989610149449286,0.045259964894589055,-0.002557670097772607,7.374699393534606
right_hidden_jam,86,0.034470873908082504,-0.0025165947257596005,0.044983371789889044,0.04647087390808251,-0.0025165947257596005,7.621633882626901
right_hidden_jam,87,0.03570251497955544,-0.0024944366513518935,0.04498116893833158,0.04770251497955544,-0.0024944366513518935,7.5574860455774395
right_hidden_jam,88,0.036958933975035996,-0.002477003788586449,0.044986588404038796,0.04895893397503599,-0.002477003788586449,7.392986947762213
right_hidden_jam,89,0.03824069528429765,-0.002456266429410961,0.044978984205395194,0.05024069528429766,-0.002456266429410961,7.184761883000792
right_hidden_jam,90,0.039558698002868924,-0.0024486124793446167,0.04498322341519318,0.05155869800286893,-0.0024486124793446167,7.036719344808554
right_hidden_jam,91,0.040893472221665866,-0.0024297124781113696,0.04498212427819227,0.05289347222166586,-0.0024297124781113696,6.98511706584243
right_hidden_jam,92,0.04222268711581779,-0.002416356587681401,0.0449899583586971,0.05422268711581779,-0.002416356587681401,6.850904626945237
right_hidden_jam,93,0.043542414873245866,-0.002408888832910198,0.04498759890405816,0.05554241487324586,-0.002408888832910198,6.670238509669108
right_hidden_jam,94,0.044791588906432804,-0.0024110124494523652,0.04498652435232369,0.05679158890643281,-0.0024110124494523652,6.537011644688507
right_hidden_jam,95,0.04597118718742418,-0.002410795606441218,0.044982247135612594,0.05797118718742418,-0.002410795606441218,6.469997756175878
right_hidden_jam,96,0.0471459811279462,-0.002416241806846275,0.04498264418720041,0.059145981127946196,-0.002416241806846275,6.182771562051214
right_hidden_jam,97,0.04836727838064092,-0.0024257781596222394,0.04497151526476771,0.06036727838064092,-0.0024257781596222394,5.922624813997974
right_hidden_jam,98,0.049611369901633465,-0.002430040917434504,0.04496733780931829,0.06161136990163346,-0.002430040917434504,5.81483122874887
right_hidden_jam,99,0.050868983048765005,-0.0024295535986084103,0.04496892974508156,0.06286898304876501,-0.0024295535986084103,5.772386867267303
right_hidden_jam,100,0.05213620949988179,-0.002428321425376697,0.04497189282226425,0.06413620949988179,-0.002428321425376697,5.744571916732747
right_hidden_jam,101,0.05340906112525694,-0.0024282473102482135,0.04497848672694368,0.06540906112525693,-0.0024282473102482135,5.71554293962406
right_hidden_jam,102,0.05468502179081741,-0.002427215208474911,0.04497532962739266,0.06668502179081741,-0.002427215208474911,5.68635067872405
right_hidden_jam,103,0.05596995886210263,-0.0024239195796570885,0.044973324977888564,0.06796995886210264,-0.0024239195796570885,5.704262862446028
right_hidden_jam,104,0.05725492444665292,-0.002423933999380508,0.04497307930836816,0.06925492444665292,-0.002423933999380508,5.7053098572660765
right_hidden_jam,105,0.058539083950584436,-0.0024226613785826422,0.044972123354763215,0.07053908395058443,-0.0024226613785826422,5.702940414578412
right_hidden_jam,106,0.059824247054962705,-0.002424738156996119,0.044972949934774374,0.07182424705496271,-0.002424738156996119,5.70129700218635
right_hidden_jam,107,0.061142249636845246,-0.0024225165745787843,0.04497497601519031,0.07314224963684525,-0.0024225165745787843,5.676468171851985
right_hidden_jam,108,0.062476708610159706,-0.002420612080965624,0.04498123130293012,0.0744767086101597,-0.002420612080965624,5.695937688210936
right_hidden_jam,109,0.06378826092696478,-0.002420623785915407,0.04499029531974741,0.07578826092696478,-0.002420623785915407,5.707939255751714
right_hidden_jam,110,0.06507959791580263,-0.00242060733664854,0.04498942800201855,0.07707959791580263,-0.00242060733664854,5.68766801102783
right_hidden_jam,111,0.06636415254715533,-0.002420625283857419,0.04498841943302621,0.07836415254715533,-0.002420625283857419,5.634464688059494
right_hidden_jam,112,0.0676329111370487,-0.0024200776105789213,0.04498471521263036,0.07963291113704869,-0.0024200776105789213,5.630200833111173
right_hidden_jam,113,0.06891729055610836,-0.0024198723119487455,0.044987645795219036,0.08091729055610836,-0.0024198723119487455,5.584731064228088
right_hidden_jam,114,0.0701876634673109,-0.002419835216723016,0.04498620873238076,0.08218766346731089,-0.002419835216723016,5.567779657222516
right_hidden_jam,115,0.07143419730860752,-0.0024176872389193808,0.044983673669019994,0.08343419730860752,-0.0024176872389193808,5.515745324944807
right_hidden_jam,116,0.07269136079410209,-0.0024191155075169606,0.044985307661122444,0.08469136079410208,-0.0024191155075169606,5.47505740740145
right_hidden_jam,117,0.07395700103386436,-0.002414901344931183,0.044979269463683136,0.08595700103386436,-0.002414901344931183,5.513134504880274
right_hidden_jam,118,0.0752105157912201,-0.002422331246026526,0.044982936728952504,0.08721051579122009,-0.002422331246026526,5.453324542513287
right_hidden_jam,119,0.07646441611895324,-0.002430419823589394,0.0449833757748494,0.08846441611895324,-0.002430419823589394,5.428179817094648
right_hidden_jam,120,0.07775144894869071,-0.002424296959136677,0.044981103700398595,0.0897514489486907,-0.002424296959136677,5.416129525993872
right_hidden_jam,121,0.07901994975016355,-0.0024303750558742096,0.04498097661903096,0.09101994975016355,-0.0024303750558742096,5.431263014188402
right_hidden_jam,122,0.08029410505589465,-0.002428912541573785,0.044986656362967586,0.09229410505589465,-0.002428912541573785,5.40564545184876
right_hidden_jam,123,0.0815708060006578,-0.0024179084296905027,0.04498519927326612,0.0935708060006578,-0.0024179084296905027,5.324481040528336
right_hidden_jam,124,0.08280951818708156,-0.002417948621583254,0.04497668076697121,0.09480951818708155,-0.002417948621583254,5.374695089632995
right_hidden_jam,125,0.0840468559781526,-0.0024227221916122907,0.044977714085591765,0.0960468559781526,-0.0024227221916122907,5.353924879375412
right_hidden_jam,126,0.0852959739519114,-0.0024265080839433336,0.04497970253014936,0.09729597395191139,-0.0024265080839433336,5.346498843703772
right_hidden_jam,127,0.08659576821093602,-0.0024263505270317376,0.04498164906582233,0.09859576821093602,-0.0024263505270317376,5.266983902998108
right_hidden_jam,128,0.08783685587590018,-0.0024263295117167745,0.04498066481960434,0.09983685587590017,-0.0024263295117167745,5.276486035452874
right_hidden_jam,129,0.08910239982369586,-0.0024282232442518975,0.04497633417585179,0.10110239982369586,-0.0024282232442518975,5.203018325960686
right_hidden_jam,130,0.09036626173764428,-0.002427074318053777,0.04498093065665093,0.10236626173764428,-0.002427074318053777,5.248413648695549
right_hidden_jam,131,0.09164199550112581,-0.002424183944809262,0.04497598709802307,0.10364199550112581,-0.002424183944809262,5.21855822473324
right_hidden_jam,132,0.0929385644910026,-0.002428842177359025,0.044982200738146766,0.1049385644910026,-0.002428842177359025,5.2678802446547675
right_hidden_jam,133,0.09421148329572758,-0.002426383765128928,0.04498124579484487,0.10621148329572758,-0.002426383765128928,5.289844682639675
right_hidden_jam,134,0.09552549592161644,-0.0024254128689993443,0.0449797123328032,0.10752549592161643,-0.0024254128689993443,5.2286521773800105
right_hidden_jam,135,0.09673599404002849,-0.0024274186585615627,0.04498167310170981,0.10873599404002848,-0.0024274186585615627,5.231548513710845
